,OR,TE_diamond,id,studlab,treat1,treat2,CI_lower,CI_upper,CI_lower_diamond,CI_upper_diamond,Predict_lo,Predict_up,WEIGHT,tau2,I2
22,1.1192922374,1.050959618,12,Rush2001,bupropion,sertraline,0.6741520663,1.8583568536000001,0.7328048368000001,1.5072445802,0.10148046420000001,10.8840270581,14.9446893715,0.0,0.0
23,2.0952380952,2.0952380952,13,Weisler1994,bupropion,trazodone,1.0163215588,4.319521354,1.0163215588,4.319521354,,,7.3391580605,,
24,1.1721664275,1.1721664275,14,Thase2006 (WELL 100368),bupropion,venlafaxine,0.7694859726000001,1.7855739843,0.7694859726000001,1.7855739843,,,21.6853645959,,
25,1.1342592593,1.1080548346,15,Kyle1998 (Study 92032 - FDA),amitriptyline,citalopram,0.7516324772,1.7116664146,0.7499058768,1.6372528268000002,,,22.6872923532,0.0,0.0
26,0.8974358975000001,1.1080548346,15,Shaw1986,amitriptyline,citalopram,0.2607967257,3.0881951756,0.7499058768,1.6372528268000002,,,2.5153562655,0.0,0.0
27,0.5673624288,0.5673624288,16,Andersen1986,citalopram,clomipramine,0.26995440530000003,1.1924240514,0.26995440530000003,1.1924240514,,,6.963321402,,
28,1.1752464403,1.1752464403,17,Ou2010,citalopram,escitalopram,0.673075021,2.0520806035,0.673075021,2.0520806035,,,12.3651422047,,
29,0.9325539568000001,0.7749536953,18,Ekselius1997,citalopram,sertraline,0.6109315981,1.4234930474,0.2589599293,2.3190971342,3.0877e-06,194501.5719029688,1.4466016868,0.6447096612000001,0.6272132261000001
30,1.875,0.7749536953,18,Hsu2011,citalopram,sertraline,0.5511081137,6.3791929617,0.2589599293,2.3190971342,3.0877e-06,194501.5719029688,0.9661953008,0.6447096612000001,0.6272132261000001
31,0.18550724640000002,0.7749536953,18,Lalit2004,citalopram,sertraline,0.039145105,0.8791121774,0.2589599293,2.3190971342,3.0877e-06,194501.5719029688,0.7844199053,0.6447096612000001,0.6272132261000001
32,1.1020408164,1.1020408164,19,Allard2004,citalopram,venlafaxine,0.5629742598,2.1572815095,0.5629742598,2.1572815095,,,8.514609346,,
33,0.7104247104,0.7104247104,20,Noguera1991,clomipramine,fluoxetine,0.3434938796,1.4693224513,0.3434938796,1.4693224513,,,7.2743369566,,
34,1.3706293707000001,0.9021576588,21,Guillibert1989 (PAR 290 MDF 29060 1727 M),clomipramine,paroxetine,0.5283943285,3.5553463968,0.4072424417,1.9985354124999999,,,2.944586336,0.1030927895,0.3127157304
35,0.6085192698,0.9021576588,21,Pelicier1993 (PAR MDED/29060/III/86/1728M291),clomipramine,paroxetine,0.2443916193,1.5151734859000001,0.4072424417,1.9985354124999999,,,3.1276153618,0.1030927895,0.3127157304
36,1.6161616161999999,1.6161616161999999,22,Smeraldi1998,clomipramine,trazodone,0.7517136541,3.474698584,0.7517136541,3.474698584,,,6.5562913908,,
37,1.4419419420000001,1.0596904915,23,Hao2014,duloxetine,paroxetine,0.8972625120000001,2.3172667264999998,0.6028726819,1.8626552032,,,5.6278967015,0.11910096270000001,0.7157776488
38,0.8098658355,1.0596904915,23,Lee2007 (F1J-AA-HMCV) (NCT00489775),duloxetine,paroxetine,0.5583520685,1.1746758157000001,0.6028726819,1.8626552032,,,6.4473981961,0.11910096270000001,0.7157776488
39,0.8648758648,0.8648758648,24,Perahia2008a (HMBU) (NCT00071695),duloxetine,venlafaxine,0.5618574358,1.3313168322,0.5618574358,1.3313168322,,,20.647194909,,
40,1.3122065728,1.6475387075999999,25,Colonna2005 (Study 99022),citalopram,escitalopram,0.8628744291,1.9955233712,1.2173763285,2.2296998303,0.9942939291,2.7299611451,14.8101697789,0.0217767053,0.0
41,1.1052631579,1.6475387075999999,25,Hu2009,citalopram,escitalopram,0.2420973979,5.0459305173,1.2173763285,2.2296998303,0.9942939291,2.7299611451,1.6076463988,0.0217767053,0.0
42,0.48387096770000004,1.6475387075999999,25,Jiang2009,citalopram,escitalopram,0.0416558111,5.6206110797,1.2173763285,2.2296998303,0.9942939291,2.7299611451,0.629973601,0.0217767053,0.0
43,1.3839285714,1.6475387075999999,25,Lalit2004,citalopram,escitalopram,0.49551350780000003,3.8651989511,1.2173763285,2.2296998303,0.9942939291,2.7299611451,3.3739571216,0.0217767053,0.0
44,1.7368421053,1.6475387075999999,25,Li2006,citalopram,escitalopram,0.522285426,5.7758083007,1.2173763285,2.2296998303,0.9942939291,2.7299611451,2.5148336995,0.0217767053,0.0
45,1.3157894737,1.6475387075999999,25,Li2010,citalopram,escitalopram,0.3064855756,5.6488855495,1.2173763285,2.2296998303,0.9942939291,2.7299611451,1.7409219668,0.0217767053,0.0
46,1.1764705882,1.6475387075999999,25,Lv2013,citalopram,escitalopram,0.2674190441,5.1757085958,1.2173763285,2.2296998303,0.9942939291,2.7299611451,1.6860556468999999,0.0217767053,0.0
47,2.120223672,1.6475387075999999,25,Moore2005,citalopram,escitalopram,1.2942089636,3.473433229,1.2173763285,2.2296998303,0.9942939291,2.7299611451,11.7362062147,0.0217767053,0.0
48,3.8148148147,1.6475387075999999,25,Yevtushenko2007,citalopram,escitalopram,1.4677798367000001,9.9148467001,1.2173763285,2.2296998303,0.9942939291,2.7299611451,3.8570839178,0.0217767053,0.0
49,1.2770204479,1.4443173852,26,Khan2007 (SCT-MD-23) (NCT00108979),duloxetine,escitalopram,0.7904105675,2.06320777,1.0327847357,2.0198330175,,,16.6916076329,0.0,0.0
50,1.6246913580000002,1.4443173852,26,Wade2007 (Study 10990),duloxetine,escitalopram,1.0164103784,2.5970041873,1.0327847357,2.0198330175,,,17.4612431069,0.0,0.0
51,0.9446380178,0.9446380178,27,Kennedy2005 (SCT-MD-16),escitalopram,fluoxetine,0.5395468457,1.6538711918,0.5395468457,1.6538711918,,,12.2463921554,,
52,1.265625,1.265625,28,Boulenger2006 (Study 10351),escitalopram,paroxetine,0.8715747028,1.8378305788,0.8715747028,1.8378305788,,,27.6078431361,,
53,0.25672877850000003,0.6450034965,29,Lalit2004,escitalopram,sertraline,0.051396023900000004,1.2823884173,0.16774823560000002,2.4800827799,,,0.7570873117,0.6473726884000001,0.6298217857
54,1.0768581081,0.6450034965,29,Ventura2007 (SCT-MD-18),escitalopram,sertraline,0.6030554968,1.9229132163,0.16774823560000002,2.4800827799,,,1.3607639765,0.6473726884000001,0.6298217857
55,1.613981763,1.2115220125,30,Bielski2004 (SCT-MD-12),escitalopram,venlafaxine,0.9253597469,2.8150534318,0.6941703587,2.1144457818,,,6.1346529815,0.0824546147,0.5105808716
56,0.9142857143,1.2115220125,30,Montgomery2004a (Study 99067),escitalopram,venlafaxine,0.5297683980000001,1.5778939824,0.6941703587,2.1144457818,,,6.2509705284,0.0824546147,0.5105808716
57,0.4078431373,0.9108110975,31,Chouinard1985,amitriptyline,fluoxetine,0.1328725635,1.2518462825,0.6705449226,1.2371682007,0.639619166,1.2969856119,3.0542439245,0.0,0.0
58,0.8333333333,0.9108110975,31,DeRonchi1998,amitriptyline,fluoxetine,0.3144771071,2.208251185,0.6705449226,1.2371682007,0.639619166,1.2969856119,4.0449438203,0.0,0.0
59,1.3333333334,0.9108110975,31,Judd1993,amitriptyline,fluoxetine,0.4733648157,3.7556187514,0.6705449226,1.2371682007,0.639619166,1.2969856119,3.5820895519000002,0.0,0.0
60,0.5625,0.9108110975,31,Keegan1991,amitriptyline,fluoxetine,0.1538528788,2.0565507281,0.6705449226,1.2371682007,0.639619166,1.2969856119,2.2857142855,0.0,0.0
61,1.2,0.9108110975,31,Kerkhofs1990,amitriptyline,fluoxetine,0.2933199399,4.909315066,0.6705449226,1.2371682007,0.639619166,1.2969856119,1.9354838711000002,0.0,0.0
62,0.9649122807,0.9108110975,31,Laakman1988 ,amitriptyline,fluoxetine,0.3384483491,2.7509536147,0.6705449226,1.2371682007,0.639619166,1.2969856119,3.4998604517,0.0,0.0
63,0.5546995377,0.9108110975,31,Marchesi1998 ,amitriptyline,fluoxetine,0.261554656,1.1763949526,0.6705449226,1.2371682007,0.639619166,1.2969856119,6.796898865,0.0,0.0
64,1.2121212121,0.9108110975,31,Masco1985,amitriptyline,fluoxetine,0.359043396,4.0920898396,0.6705449226,1.2371682007,0.639619166,1.2969856119,2.5950196595,0.0,0.0
65,1.25,0.9108110975,31,OntiverosSanchez1998 ,amitriptyline,fluoxetine,0.33683658320000004,4.6387479205,0.6705449226,1.2371682007,0.639619166,1.2969856119,2.234042553,0.0,0.0
66,1.9166666666,0.9108110975,31,Preskorn1991,amitriptyline,fluoxetine,0.6465981748,5.6814436755,0.6705449226,1.2371682007,0.639619166,1.2969856119,3.2534381134,0.0,0.0
67,1.0810344828,0.9108110975,31,Versiani1999,amitriptyline,fluoxetine,0.5329071586,2.1929439944,0.6705449226,1.2371682007,0.639619166,1.2969856119,7.6781453881,0.0,0.0
68,0.8408408409,0.8408408409,32,Feighner1991,bupropion,fluoxetine,0.4099885835,1.7244707488,0.4099885835,1.7244707488,,,7.445896665,,
69,1.2212885154,1.0345967526,33,Bougerol1997 (Study 91302 - FDA),citalopram,fluoxetine,0.7641225354000001,1.9519717962,0.7489608231,1.4291674645,,,17.4692202229,0.0,0.0
70,0.8905737705000001,1.0345967526,33,Patris1996 (Study 91301 - FDA),citalopram,fluoxetine,0.5702698717,1.390782996,0.7489608231,1.4291674645,,,19.3330926733,0.0,0.0
71,1.6296296296000001,1.8009171692,34,Ginestet1989,clomipramine,fluoxetine,0.4771913948,5.565256957,1.0360436103,3.130469237,0.0499865615,64.88349176,2.5466237941000003,0.0,0.0
72,1.4545454545,1.8009171692,34,Manna1989,clomipramine,fluoxetine,0.2641505082,8.0094582964,1.0360436103,3.130469237,0.0499865615,64.88349176,1.3199999999,0.0,0.0
73,1.9154616240000002,1.8009171692,34,Ropert1989 ,clomipramine,fluoxetine,0.985579219,3.7226771449,1.0360436103,3.130469237,0.0499865615,64.88349176,8.7001466825,0.0,0.0
74,0.9806231003,0.9806231003,35,Mao2008,escitalopram,fluoxetine,0.5410281795,1.7773966335,0.5410281795,1.7773966335,,,10.8611481477,,
75,0.8142857143000001,0.8142857143000001,36,Fava2002,fluoxetine,paroxetine,0.4479285938,1.4802833168,0.4479285938,1.4802833168,,,10.7538111706,,
76,0.9230769231,0.5377725643,37,Debus1988,fluoxetine,trazodone,0.2746714482,3.1021462599,0.1677877632,1.7236020397,,,1.5502706354,0.2625700301,0.3684027803
77,0.2797202797,0.5377725643,37,Fudge1990,fluoxetine,trazodone,0.06826444870000001,1.146181305,0.1677877632,1.7236020397,,,1.2813905479,0.2625700301,0.3684027803
78,1.0084033614,0.8112037614000001,38,Alves1999,fluoxetine,venlafaxine,0.30912156820000003,3.2895709779,0.6446999609,1.0207097603,0.5084936113,1.2941195876,2.5864404081,0.022696183,0.0313181474
79,1.0154798762,0.8112037614000001,38,Chang 2015,fluoxetine,venlafaxine,0.45042570540000004,2.2893883865999998,0.6446999609,1.0207097603,0.5084936113,1.2941195876,5.1354277589,0.022696183,0.0313181474
80,0.4166666666,0.8112037614000001,38,Clerc1994,fluoxetine,venlafaxine,0.15357927840000002,1.1304331734,0.6446999609,1.0207097603,0.5084936113,1.2941195876,3.5459746978,0.022696183,0.0313181474
81,0.7090909091,0.8112037614000001,38,Costaesilva1998,fluoxetine,venlafaxine,0.4056695413,1.239456913,0.6446999609,1.0207097603,0.5084936113,1.2941195876,9.6265799216,0.022696183,0.0313181474
82,0.6188048711,0.8112037614000001,38,Dierick1996,fluoxetine,venlafaxine,0.3879319094,0.9870790706,0.6446999609,1.0207097603,0.5084936113,1.2941195876,12.5851164851,0.022696183,0.0313181474
83,1.1033182504,0.8112037614000001,38,Keller2007 (NCT00046020),fluoxetine,venlafaxine,0.8016132426,1.5185766614,0.6446999609,1.0207097603,0.5084936113,1.2941195876,20.2998783074,0.022696183,0.0313181474
84,0.8038379531000001,0.8112037614000001,38,Tylee1997,fluoxetine,venlafaxine,0.5169947181,1.2498298961,0.6446999609,1.0207097603,0.5084936113,1.2941195876,13.6226991745,0.022696183,0.0313181474
85,0.7030075188,0.8112037614000001,38,Tzanakaki2000,fluoxetine,venlafaxine,0.3185938987,1.5512524678,0.6446999609,1.0207097603,0.5084936113,1.2941195876,5.3833604049,0.022696183,0.0313181474
86,0.3658008658,0.6704936144,39,Harris1991,amitriptyline,fluvoxamine,0.1381255435,0.9687583486,0.24513857460000002,1.833908383,,,1.5855500596,0.38377620230000004,0.7084444553
87,1.0358422939,0.6704936144,39,Murasaki1998,amitriptyline,fluvoxamine,0.6191046075000001,1.7330984859,0.24513857460000002,1.833908383,,,2.2087855485,0.38377620230000004,0.7084444553
88,0.9032634033,0.9032634033,40,Timmerman1993 (Study 89422 - FDA and Haffmans 1996),citalopram,fluvoxamine,0.5038294854,1.6193668678000002,0.5038294854,1.6193668678000002,,,11.2720584511,,
89,0.6274509804,0.5393040258,41,DeWilde1983a,clomipramine,fluvoxamine,0.1490191457,2.6419070583,0.1956768462,1.4863732621,,,1.8587699316,0.0,0.0
90,0.46428571430000004,0.5393040258,41,Ottevanger1995,clomipramine,fluvoxamine,0.11111421960000001,1.9399967456,0.1956768462,1.4863732621,,,1.8787096774,0.0,0.0
91,1.0610610611,1.0338101116,42,Dalery2003,fluoxetine,fluvoxamine,0.5904911136000001,1.9066342397,0.6447163058000001,1.6577265647,,,11.1839972147,0.0,0.0
92,0.9852216749,1.0338101116,42,Rapaport1996,fluoxetine,fluvoxamine,0.44393423330000004,2.1864989809,0.6447163058000001,1.6577265647,,,6.0446650139,0.0,0.0
93,0.5666666667,0.5666666667,43,Clerc2001,fluvoxamine,milnacipran,0.2608154628,1.2311812637,0.2608154628,1.2311812637,,,6.3799843631,,
94,1.1442307693,1.1442307693,44,Kiev1997,fluvoxamine,paroxetine,0.4135066116,3.1662469637,0.4135066116,3.1662469637,,,3.7081647935,,
95,1.3339920949000001,1.552580849,45,Nemeroff1995,fluvoxamine,sertraline,0.6003145694,2.9643373658,0.8542533926,2.8217708161,,,6.0251909606,0.0,0.0
96,1.8831168832,1.552580849,45,Rossini2005,fluvoxamine,sertraline,0.7652119916,4.6341788089,0.8542533926,2.8217708161,,,4.7369537547,0.0,0.0
97,0.4229166666,0.4229166666,46,Hackett1998,fluvoxamine,venlafaxine,0.1855244118,0.9640699314000001,0.1855244118,0.9640699314000001,,,5.6578794571,,
98,0.5047619048,0.8997885915,47,Ansseau1989a,amitriptyline,milnacipran,0.2407493003,1.0582983218,0.2786699626,2.9052988051,,,1.4454688132,0.5491396223,0.7668238137000001
99,1.6704545455000002,0.8997885915,47,Ansseau1989b,amitriptyline,milnacipran,0.7088415343000001,3.9365898487,0.2786699626,2.9052988051,,,1.3505711208,0.5491396223,0.7668238137000001
100,1.15,1.15,48,Leinonen1997,clomipramine,milnacipran,0.5303024024,2.4938600957,0.5303024024,2.4938600957,,,6.4111498262,,
101,0.572450805,0.8291126971,49,Ansseau1994b,fluoxetine,milnacipran,0.3180776831,1.0302512295,0.4187586645,1.6415848143,,,3.8658542626,0.1687846091,0.6922523306
102,1.1508295626,0.8291126971,49,Guelfi1998,fluoxetine,milnacipran,0.7115390032000001,1.861329704,0.4187586645,1.6415848143,,,4.3674999953,0.1687846091,0.6922523306
103,1.6677115988,1.6677115988,50,Ansseau1991,fluvoxamine,milnacipran,0.7798017092,3.5666271875,0.7798017092,3.5666271875,,,6.647785808,,
104,0.9660115201,0.9561481510000001,51,Kamijima2013 (japicCTI-090733),milnacipran,paroxetine,0.7308522070000001,1.2768357925,0.7534448052,1.2133858783,,,49.3626314394,0.0,0.0
105,0.9300540729000001,0.9561481510000001,51,Sechter2004,milnacipran,paroxetine,0.5882696355,1.4704151401,0.7534448052,1.2133858783,,,18.3086585367,0.0,0.0
106,2.0869565218,2.0869565218,52,Yang2003,milnacipran,sertraline,0.3480423646,12.5139579728,0.3480423646,12.5139579728,,,1.1973969631,,
107,0.5065666041,0.6917494035,53,"Hoyberg1996 (Organon 88013, FDA88013)",amitriptyline,mirtazapine,0.23608060790000002,1.0869580803,0.48071201820000004,0.9954343123,0.0653492473,7.3224598132,6.5901909608,0.0,0.0
108,0.8138013088,0.6917494035,53,Mullin1996,amitriptyline,mirtazapine,0.43401438480000004,1.5259230877,0.48071201820000004,0.9954343123,0.0653492473,7.3224598132,9.7206239189,0.0,0.0
109,0.7180645162,0.6917494035,53,"Zivkov1995 (Organon 85146, FDA85146)",amitriptyline,mirtazapine,0.4141998919,1.2448497922,0.48071201820000004,0.9954343123,0.0653492473,7.3224598132,12.6893117473,0.0,0.0
110,0.7553927554000001,0.7553927554000001,54,Leinonen1999 (Agren1995),citalopram,mirtazapine,0.3753940276,1.5200513939,0.3753940276,1.5200513939,,,7.8562775207,,
111,2.5000000001,1.4987929516,55,Amini2005,fluoxetine,mirtazapine,0.6475746362,9.6513971538,1.0694603242,2.1004802711,0.8664009979,2.5927720735,2.1052391547,5.4158e-06,0.1387265992
112,1.3548387097,1.4987929516,55,Hong2003 (22521),fluoxetine,mirtazapine,0.6833576512,2.6861306463,1.0694603242,2.1004802711,0.8664009979,2.5927720735,8.2003496323,5.4158e-06,0.1387265992
113,1.1760355029,1.4987929516,55,Versiani2005,fluoxetine,mirtazapine,0.7083308193000001,1.9525615243,1.0694603242,2.1004802711,0.8664009979,2.5927720735,14.9436600425,5.4158e-06,0.1387265992
114,2.0119047619,1.4987929516,55,Wheatley1998,fluoxetine,mirtazapine,1.0088534672,4.0122385488,1.0694603242,2.1004802711,0.8664009979,2.5927720735,8.0619941658,5.4158e-06,0.1387265992
115,17.0000000007,1.4987929516,55,Winokur2003,fluoxetine,mirtazapine,0.8032118444,359.8054511146,1.0694603242,2.1004802711,0.8664009979,2.5927720735,0.41231251220000004,5.4158e-06,0.1387265992
116,0.7093023256000001,1.1484296432,56,"Murasaki2010a (iQWIG22532, Schoemaker2002)",fluvoxamine,mirtazapine,0.4039548921,1.2454603196,0.4445151753,2.9670317656,,,2.1426012549,0.3842160006,0.8191170623
117,1.8684210526,1.1484296432,56,"Murasaki2010b (iQWIG9902, Schoemaker2002)",fluvoxamine,mirtazapine,1.0474688629,3.3327933205,0.4445151753,2.9670317656,,,2.1213410345,0.3842160006,0.8191170623
118,1.2074592074,0.9560713898000001,57,Benkert2000 (E-1559),mirtazapine,paroxetine,0.7521149044000001,1.9384773909000002,0.6749602128000001,1.3542613105,0.3716185755,2.459706168,8.6998129367,0.0566096419,0.43554424540000003
119,0.3137254902,0.9560713898000001,57,"Debonnel2000 (Blier2009, iQWIG E-1639)",mirtazapine,paroxetine,0.0781080265,1.2600969153000001,0.6749602128000001,1.3542613105,0.3716185755,2.459706168,1.786104627,0.0566096419,0.43554424540000003
120,0.6818181818,0.9560713898000001,57,E-1569,mirtazapine,paroxetine,0.3526254882,1.3183279388,0.6749602128000001,1.3542613105,0.3716185755,2.459706168,5.8898697111,0.0566096419,0.43554424540000003
121,1.4142857143,0.9560713898000001,57,Schatzberg2002 (003-901),mirtazapine,paroxetine,0.8628448187000001,2.3181504233,0.6749602128000001,1.3542613105,0.3716185755,2.459706168,8.3212775029,0.0566096419,0.43554424540000003
122,0.79296875,0.9560713898000001,57,Wade2003 (E-1721),mirtazapine,paroxetine,0.4456564555,1.4109510380999999,0.6749602128000001,1.3542613105,0.3716185755,2.459706168,6.9906873675,0.0566096419,0.43554424540000003
123,0.9741302408,0.9741302408,58,"Behnke2003 (E-1690, Kjernisted2002)",mirtazapine,sertraline,0.6227010756,1.5238928649,0.6227010756,1.5238928649,,,19.1845662386,,
124,1.5027652086,1.5027652086,59,vanMoffaert1995b,mirtazapine,trazodone,0.8571742126,2.6345907740000003,0.8571742126,2.6345907740000003,,,12.187619926,,
125,1.4107142857000001,1.3665834540000001,60,Benkert2006(C-1763),mirtazapine,venlafaxine,0.8760540397000001,2.2716804051,0.9712748008000001,1.9227826514,,,16.9242540233,0.0,0.0
126,1.3214682982000001,1.3665834540000001,60,Szegedi2006,mirtazapine,venlafaxine,0.8098568224,2.1562804865,0.9712748008000001,1.9227826514,,,16.022863835,0.0,0.0
127,0.3088235294,0.3088235294,61,Ansseau1994c,amitriptyline,nefazodone,0.1392104951,0.6850918260000001,0.1392104951,0.6850918260000001,,,6.0508474564,,
128,0.9090909091,1.0332572894,62,Armitage1997,fluoxetine,nefazodone,0.2747494968,3.0079992525,0.5552176783,1.9228865863000002,0.0184282321,57.9339690488,2.682926829,0.0,0.0
129,0.8972222222,1.0332572894,62,Berlanga1997,fluoxetine,nefazodone,0.3600583285,2.2357702972,0.5552176783,1.9228865863000002,0.0184282321,57.9339690488,4.6080684789,0.0,0.0
130,1.5,1.0332572894,62,Gillin1997,fluoxetine,nefazodone,0.45168835770000004,4.9813105905,0.5552176783,1.9228865863000002,0.0184282321,57.9339690488,2.6666666666000003,0.0,0.0
131,0.914893617,0.6448556587000001,63,Baldwin1996,nefazodone,paroxetine,0.52735241,1.5872314502,0.2368051908,1.7560376064,,,2.6069038836000002,0.3045816364,0.5064970151
132,0.3055555555,0.6448556587000001,63,Hicks2002,nefazodone,paroxetine,0.0749070642,1.2464004365,0.2368051908,1.7560376064,,,1.2208494147,0.3045816364,0.5064970151
133,1.1666666666,1.1666666666,64,Feiger1996,nefazodone,sertraline,0.6270160901,2.1707754116,0.6270160901,2.1707754116,,,9.9633558335,,
134,1.0577731092,0.9537530850000001,65,29060/299,amitriptyline,paroxetine,0.6209169945,1.8019863532,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,6.6222397665,0.0771295412,0.33682402040000003
135,0.754974755,0.9537530850000001,65,Bignamini1992 (PAR 29060/078),amitriptyline,paroxetine,0.4811625285,1.1846036357,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,7.6948991058,0.0771295412,0.33682402040000003
136,0.9583333334,0.9537530850000001,65,Christiansen1996,amitriptyline,paroxetine,0.4825118138,1.9033788427,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,5.0074609928,0.0771295412,0.33682402040000003
137,0.875,0.9537530850000001,65,Geretsegger1995 (MY-060/BRL-029060/1),amitriptyline,paroxetine,0.3842937386,1.9922911126,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,3.9467694911,0.0771295412,0.33682402040000003
138,2.8000000001,0.9537530850000001,65,Kuhs1989 (MDUK_29060_III_85_043),amitriptyline,paroxetine,0.5320655944,14.7350253112,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,1.2578827044,0.0771295412,0.33682402040000003
139,0.7545605307000001,0.9537530850000001,65,Miura2000,amitriptyline,paroxetine,0.4449210785,1.2796912126,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,6.6770128318,0.0771295412,0.33682402040000003
140,0.7745341615,0.9537530850000001,65,"Moller1993 (Stuppaeck1994, MY-059.073/29060/1)",amitriptyline,paroxetine,0.40667135670000004,1.4751547103,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,5.40018991,0.0771295412,0.33682402040000003
141,0.4,0.9537530850000001,65,PAR 29060.310 (HP 81/85A),amitriptyline,paroxetine,0.059212221200000005,2.7021448761,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,0.9735870305000001,0.0771295412,0.33682402040000003
142,2.4000000001,0.9537530850000001,65,PAR 29060.318 (HP/82/64A),amitriptyline,paroxetine,0.375999061,15.3191871947,0.7390831572000001,1.2307748301,0.48891793400000005,1.8605268574,1.029257694,0.0771295412,0.33682402040000003
