,studlab,treat1,treat2,OR,TE_direct,TE_adj,seTE
73,DeWilde1993,fluoxetine,paroxetine,0.0392207132,-0.2330424339,0.2722631471,0.4022373327
74,Fava2002,fluoxetine,paroxetine,-0.20544397420000002,-0.2330424339,0.0275984597,0.30494309010000004
75,Gagiano1993,fluoxetine,paroxetine,-0.2876820725,-0.2330424339,-0.054639638600000005,0.43885372570000003
76,Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),fluoxetine,paroxetine,-0.5096218921,-0.2330424339,-0.2765794582,0.3776642536
77,Schoene1993 (Geretsegger1994 MY1021/BRC),fluoxetine,paroxetine,-1.0938390099,-0.2330424339,-0.860796576,0.4784665926
78,Tignol1993 (29060/087),fluoxetine,paroxetine,0.10570351,-0.2330424339,0.3387459439,0.30897775180000003
79,Benkert2000 (E-1559),mirtazapine,paroxetine,0.1885183233,0.0056734824,0.1828448409,0.24152713790000002
80,"Debonnel2000 (Blier2009, iQWIG E-1639)",mirtazapine,paroxetine,-1.1592369105,0.0056734824,-1.1649103929,0.7094138241
81,E-1569,mirtazapine,paroxetine,-0.3829922523,0.0056734824,-0.3886657347,0.3364125454
82,Schatzberg2002 (003-901),mirtazapine,paroxetine,0.3466246081,0.0056734824,0.3409511257,0.2521194431
83,Wade2003 (E-1721),mirtazapine,paroxetine,-0.23197146540000002,0.0056734824,-0.2376449478,0.2940030746
84,Kamijima2013 (japicCTI-090733),milnacipran,paroxetine,-0.0345795193,-0.044842408300000004,0.010262889,0.1423314417
85,Sechter2004,milnacipran,paroxetine,-0.0725125516,-0.044842408300000004,-0.027670143300000002,0.2337070091
86,Baldwin1996,nefazodone,paroxetine,-0.088947486,-0.2349439291,0.1459964431,0.2810963684
87,Hicks2002,nefazodone,paroxetine,-1.1856236657,-0.2349439291,-0.9506797366,0.7173006357
88,Baldwin2006a (97-CRBX-052 - Study 052),reboxetine,paroxetine,-0.40293666180000004,-0.40293666180000004,5.551115123e-17,0.2242983348
89,Kasper2005b,trazodone,paroxetine,-0.33647223660000003,-0.5536437973,0.21717156070000002,0.6200998384
90,Tsutsui2000,trazodone,paroxetine,-0.5947822308,-0.5536437973,-0.0411384335,0.26988827460000003
91,Baldwin2006b (Study 99505),escitalopram,paroxetine,-0.1088143657,0.10216995520000001,-0.2109843209,0.2393521094
92,Boulenger2006 (Study 10351),escitalopram,paroxetine,0.2355660713,0.10216995520000001,0.13339611610000002,0.1903197071
93,Grunebaum2011 (NCT00429169),bupropion,paroxetine,0.021978906700000002,0.008178822300000001,0.0138000844,0.4629380025
94,WELL AK140016,bupropion,paroxetine,0.0008166599,0.008178822300000001,-0.0073621624,0.3381307434
95,Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),fluvoxamine,paroxetine,-0.2795848622,-0.1380106592,-0.141574203,0.3741412056
96,Kiev1997,fluvoxamine,paroxetine,0.134732594,-0.1380106592,0.27274325320000004,0.5193025879000001
97,DUAG1990,clomipramine,paroxetine,0.6662177687,-0.0728868099,0.7391045786,0.37204084190000003
98,Guillibert1989 (PAR 290 MDF 29060 1727 M),clomipramine,paroxetine,0.315270029,-0.0728868099,0.3881568389,0.4863265225
99,MDF/29060/III/070/88/MC,clomipramine,paroxetine,-1.1939224685,-0.0728868099,-1.1210356586,0.533238628
100,Pelicier1993 (PAR MDED/29060/III/86/1728M291),clomipramine,paroxetine,-0.4967266994,-0.0728868099,-0.4238398895,0.4654456159
101,Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),clomipramine,paroxetine,-0.055503024500000005,-0.0728868099,0.0173837854,0.1299990974
102,"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",clomipramine,paroxetine,-0.4480247225,-0.0728868099,-0.3751379126,0.42158927900000004
103,Hao2014,duloxetine,paroxetine,0.3659907759,0.0086793099,0.357311466,0.24204402930000002
104,Lee2007 (F1J-AA-HMCV) (NCT00489775),duloxetine,paroxetine,-0.2108866802,0.0086793099,-0.2195659901,0.1897376131
105,0600B1-402,venlafaxine,sertraline,0.0815528482,0.1183933392,-0.036840491,0.1671410217
106,Mehtonen2000,venlafaxine,sertraline,0.3541388979,0.1183933392,0.2357455587,0.3398794053
107,Shelton2006 (NCT00179283),venlafaxine,sertraline,0.32877989100000005,0.1183933392,0.21038655180000002,0.3227075629
108,Sir2005,venlafaxine,sertraline,-0.1967102942,0.1183933392,-0.3151036334,0.338979103
109,Aberg-Wisted2000,paroxetine,sertraline,0.00896867,-0.0915848476,0.1005535176,0.2206961966
110,Fava2002,paroxetine,sertraline,-0.2972515235,-0.0915848476,-0.2056666759,0.3156299301
111,Ekselius1997,citalopram,sertraline,-0.06982826660000001,-0.1000010833,0.0301728167,0.2157907051
112,Hsu2011,citalopram,sertraline,0.6286086594,-0.1000010833,0.7286097427,0.6247221605000001
113,Lalit2004,citalopram,sertraline,-1.6846613337,-0.1000010833,-1.5846602504,0.7937995677
114,Bersani1994,amitriptyline,sertraline,-0.11778303570000001,0.25242925790000004,-0.3702122936,0.48549213630000004
115,Cohn1990,amitriptyline,sertraline,-0.087011377,0.25242925790000004,-0.33944063490000004,0.2736636163
116,Moller1998 (Hegerl1997),amitriptyline,sertraline,0.4514022033,0.25242925790000004,0.19897294540000002,0.3198424439
117,Moller2000,amitriptyline,sertraline,0.5349496007,0.25242925790000004,0.2825203428,0.2606624064
118,Aguglia1993,fluoxetine,sertraline,-0.8652355611,-0.34830700330000003,-0.5169285578,0.398986002
119,Bennie1995,fluoxetine,sertraline,-0.3076673648,-0.34830700330000003,0.0406396385,0.2375080602
120,Fava2002,fluoxetine,sertraline,-0.5026954977,-0.34830700330000003,-0.1543884944,0.3144241418
121,Newhouse2000,fluoxetine,sertraline,-0.1014466163,-0.34830700330000003,0.24686038700000001,0.2889479129
122,Sechter1999,fluoxetine,sertraline,-0.5100089639000001,-0.34830700330000003,-0.1617019606,0.27469106660000003
123,vanMoffaert1995a,fluoxetine,sertraline,-0.0206192872,-0.34830700330000003,0.3276877161,0.3163305645
124,"Behnke2003 (E-1690, Kjernisted2002)",mirtazapine,sertraline,-0.0262102668,-0.0262102668,0.0,0.2283095131
125,Yang2003,milnacipran,sertraline,0.735706795,0.735706795,0.0,0.9138626415000001
126,Feiger1996,nefazodone,sertraline,0.1541506798,0.1541506798,0.0,0.3168087584
127,Munizza2006,trazodone,sertraline,0.5806289775,0.5806289775,0.0,0.3933756707
128,Lalit2004,escitalopram,sertraline,-1.359735088,-0.090828035,-1.268907053,0.8206576197000001
129,Ventura2007 (SCT-MD-18),escitalopram,sertraline,0.0740476421,-0.090828035,0.1648756771,0.29581854500000004
130,Caligiuri2003,bupropion,sertraline,-0.0645385211,0.0497036687,-0.1142421898,1.0165300455
131,Kavoussi1997,bupropion,sertraline,-0.0112393966,0.0497036687,-0.0609430653,0.2708321837
132,Rush2001,bupropion,sertraline,0.1126965547,0.0497036687,0.062992886,0.25867624840000003
133,Nemeroff1995,fluvoxamine,sertraline,0.2881760216,0.4399186101,-0.1517425885,0.40739396580000004
134,Rossini2005,fluvoxamine,sertraline,0.6329283206,0.4399186101,0.19300971050000001,0.45946287690000004
135,Lepine2000,clomipramine,sertraline,-0.015209418700000001,-0.044766923300000004,0.0295575046,0.3243494027
136,Moon1994,clomipramine,sertraline,-0.0875110023,-0.044766923300000004,-0.042744079000000004,0.3900472326
137,Allard2004,venlafaxine,citalopram,-0.09716374850000001,-0.4842689858,0.3871052373,0.3427027871
138,Hosseini2015 (IRCT201203048513N1.),venlafaxine,citalopram,-1.9459101491,-0.4842689858,-1.4616411633,0.6659222034000001
139,Ekselius1997,sertraline,citalopram,0.06982826660000001,0.1000010833,-0.0301728167,0.2157907051
140,Hsu2011,sertraline,citalopram,-0.6286086594,0.1000010833,-0.7286097427,0.6247221605000001
141,Lalit2004,sertraline,citalopram,1.6846613337,0.1000010833,1.5846602504,0.7937995677
142,Kyle1998 (Study 92032 - FDA),amitriptyline,citalopram,-0.1259798029,-0.1026060768,-0.023373726100000002,0.20994651320000002
143,Shaw1986,amitriptyline,citalopram,0.10821358460000001,-0.1026060768,0.2108196614,0.630522004
144,Bougerol1997 (Study 91302 - FDA),fluoxetine,citalopram,0.1999064616,0.0340117398,0.1658947218,0.23925622170000002
145,Patris1996 (Study 91301 - FDA),fluoxetine,citalopram,-0.11588933800000001,0.0340117398,-0.1499010778,0.2274308286
146,Leinonen1999 (Agren1995),mirtazapine,citalopram,-0.2805174592,-0.2805174592,0.0,0.3567726809
147,Berlanga2006,reboxetine,citalopram,0.0363676442,-0.4229257225,0.45929336670000004,0.4086898788
148,Study 043,reboxetine,citalopram,-0.5478923242,-0.4229257225,-0.1249666017,0.21317966530000002
149,Colonna2005 (Study 99022),escitalopram,citalopram,0.2717101269,0.37013065780000004,-0.0984205309,0.21387955790000002
150,Hu2009,escitalopram,citalopram,0.10008345860000001,0.37013065780000004,-0.27004719920000003,0.7747584311
151,Jiang2009,escitalopram,citalopram,-0.7259370034,0.37013065780000004,-1.0960676612,1.2512359481
152,Lalit2004,escitalopram,citalopram,0.3249262456,0.37013065780000004,-0.0452044122,0.524033563
153,Li2006,escitalopram,citalopram,0.5520685823,0.37013065780000004,0.18193792450000001,0.6130774031
154,Li2010,escitalopram,citalopram,0.2744368457,0.37013065780000004,-0.0956938121,0.7433919417
155,Lv2013,escitalopram,citalopram,0.1625189295,0.37013065780000004,-0.20761172830000002,0.7558594641
156,Moore2005,escitalopram,citalopram,0.7515215888,0.37013065780000004,0.38139093100000004,0.2518525458
157,Ou2010,escitalopram,citalopram,-0.161477862,0.37013065780000004,-0.5316085198,0.2843809118
158,Yevtushenko2007,escitalopram,citalopram,1.3388921222,0.37013065780000004,0.9687614644,0.4873258824
159,Timmerman1993 (Study 89422 - FDA and Haffmans 1996),fluvoxamine,citalopram,-0.1017410701,-0.1017410701,-1.3877787810000002e-17,0.2978505346
160,Andersen1986,clomipramine,citalopram,0.5667569752,0.5667569752,0.0,0.3789586106
161,Gentil2000,venlafaxine,amitriptyline,0.0460033533,-0.17873697800000002,0.2247403313,0.4290434999
162,Sauer2003,venlafaxine,amitriptyline,-0.3083013597,-0.17873697800000002,-0.1295643817,0.3257644072
163,29060/299,paroxetine,amitriptyline,0.056165857900000005,-0.0451538007,0.1013196586,0.2718028149
164,Bignamini1992 (PAR 29060/078),paroxetine,amitriptyline,-0.28107096740000004,-0.0451538007,-0.23591716670000001,0.2298405506
165,Christiansen1996,paroxetine,amitriptyline,-0.0425596144,-0.0451538007,0.0025941863,0.3501035044
166,Geretsegger1995 (MY-060/BRL-029060/1),paroxetine,amitriptyline,-0.1335313926,-0.0451538007,-0.0883775919,0.41981214370000003
167,Hutchinson1992,paroxetine,amitriptyline,0.4734698372,-0.0451538007,0.5186236379,0.44336060660000004
168,Kuhs1989 (MDUK_29060_III_85_043),paroxetine,amitriptyline,1.0296194172,-0.0451538007,1.0747732179,0.8472645058
169,Miura2000,paroxetine,amitriptyline,-0.2816197778,-0.0451538007,-0.2364659771,0.2695144353
170,"Moller1993 (Stuppaeck1994, MY-059.073/29060/1)",paroxetine,amitriptyline,-0.2554935123,-0.0451538007,-0.2103397116,0.3287082773
171,PAR 29060.310 (HP 81/85A),paroxetine,amitriptyline,-0.9162907319,-0.0451538007,-0.8711369312,0.9746794345
172,PAR 29060.318 (HP/82/64A),paroxetine,amitriptyline,0.8754687374000001,-0.0451538007,0.9206225381,0.9457507306
173,PAR 29060/281,paroxetine,amitriptyline,-0.70032854,-0.0451538007,-0.6551747393,0.3206975889
174,PAR MDUK 032,paroxetine,amitriptyline,0.20252426410000002,-0.0451538007,0.24767806480000001,0.5215590183000001
175,Sacchetti2002 (BRL-29060/109),paroxetine,amitriptyline,0.31314867890000003,-0.0451538007,0.3583024796,0.3822253531
176,SER-CHN-1,paroxetine,amitriptyline,0.8544153282,-0.0451538007,0.8995691289000001,0.3195084761
177,Staner1995 (063),paroxetine,amitriptyline,-0.5877866649,-0.0451538007,-0.5426328642,0.6522245207
178,Bersani1994,sertraline,amitriptyline,0.11778303570000001,-0.25242925790000004,0.3702122936,0.48549213630000004
179,Cohn1990,sertraline,amitriptyline,0.087011377,-0.25242925790000004,0.33944063490000004,0.2736636163
180,Moller1998 (Hegerl1997),sertraline,amitriptyline,-0.4514022033,-0.25242925790000004,-0.19897294540000002,0.3198424439
181,Moller2000,sertraline,amitriptyline,-0.5349496007,-0.25242925790000004,-0.2825203428,0.2606624064
182,Kyle1998 (Study 92032 - FDA),citalopram,amitriptyline,0.1259798029,0.1026060768,0.023373726100000002,0.20994651320000002
183,Shaw1986,citalopram,amitriptyline,-0.10821358460000001,0.1026060768,-0.2108196614,0.630522004
184,Chouinard1985,fluoxetine,amitriptyline,-0.896872646,-0.053795623800000004,-0.8430770222,0.5722003784
185,Demyttenaere1998 ,fluoxetine,amitriptyline,0.2006706955,-0.053795623800000004,0.2544663193,0.5048328980000001
186,DeRonchi1998,fluoxetine,amitriptyline,-0.1823215568,-0.053795623800000004,-0.128525933,0.49721446300000005
187,Fawcett1989,fluoxetine,amitriptyline,0.2135741003,-0.053795623800000004,0.2673697241,0.6543038691
188,Judd1993,fluoxetine,amitriptyline,0.2876820725,-0.053795623800000004,0.3414776963,0.5283622495
189,Keegan1991,fluoxetine,amitriptyline,-0.5753641449,-0.053795623800000004,-0.5215685211000001,0.6614378278
190,Kerkhofs1990,fluoxetine,amitriptyline,0.1823215568,-0.053795623800000004,0.2361171806,0.7187952884000001
191,Laakman1988 ,fluoxetine,amitriptyline,-0.0357180826,-0.053795623800000004,0.0180775412,0.5345331401
192,Marchesi1998 ,fluoxetine,amitriptyline,-0.5893286853,-0.053795623800000004,-0.5355330615,0.3835699678
193,Masco1985,fluoxetine,amitriptyline,0.1923718926,-0.053795623800000004,0.2461675164,0.6207685038
194,OntiverosSanchez1998 ,fluoxetine,amitriptyline,0.22314355130000002,-0.053795623800000004,0.2769391751,0.6690433825000001
195,Preskorn1991,fluoxetine,amitriptyline,0.6505875661,-0.053795623800000004,0.7043831899,0.5544070254
196,Versiani1999,fluoxetine,amitriptyline,0.0779184371,-0.053795623800000004,0.1317140609,0.3608874955
197,"Hoyberg1996 (Organon 88013, FDA88013)",mirtazapine,amitriptyline,-0.6800994652,-0.3685315226,-0.31156794260000004,0.38953904970000003
198,Mullin1996,mirtazapine,amitriptyline,-0.2060390352,-0.3685315226,0.1624924874,0.3207398557
199,"Zivkov1995 (Organon 85146, FDA85146)",mirtazapine,amitriptyline,-0.3311958586,-0.3685315226,0.037335664000000005,0.28072491980000003
200,Ansseau1989a,milnacipran,amitriptyline,-0.6836684366,-0.17238403160000002,-0.511284405,0.37772668470000004
201,Ansseau1989b,milnacipran,amitriptyline,0.5130957723,-0.17238403160000002,0.6854798039000001,0.4373646977
202,Ansseau1994c,nefazodone,amitriptyline,-1.1749852675,-1.1749852675,0.0,0.4065293427
203,Altamura1989b,trazodone,amitriptyline,0.0645385211,-0.4112224984,0.4757610195,0.47371379750000003
204,Blacker1988,trazodone,amitriptyline,-0.5877866649,-0.4112224984,-0.1765641665,0.3700125986
205,Kerr1984,trazodone,amitriptyline,-0.23111172100000002,-0.4112224984,0.1801107774,0.46887233850000004
206,Moises1981,trazodone,amitriptyline,-1.0986122887,-0.4112224984,-0.6873897903,0.6454972244
207,Harris1991,fluvoxamine,amitriptyline,-1.0056661762,-0.07177581620000001,-0.93389036,0.49691020010000003
208,Murasaki1998,fluvoxamine,amitriptyline,0.0352149063,-0.07177581620000001,0.10699072250000001,0.262604791
209,Remick1994,fluvoxamine,amitriptyline,1.1267831656,-0.07177581620000001,1.1985589818,0.7330085861000001
210,Hale2010 (CL3-20098-045),agomelatine,fluoxetine,0.3539150413,0.1265629109,0.22735213040000002,0.1875676463
211,"Shu2014 (CL3-20098-052, ChiCTR-TRC-11001668)",agomelatine,fluoxetine,-0.0567118049,0.1265629109,-0.18327471580000002,0.1684068265
212,0600A-332,venlafaxine,fluoxetine,-0.43671765160000003,0.1652734867,-0.6019911383000001,0.5710774257
213,0600A-626,venlafaxine,fluoxetine,0.0540672213,0.1652734867,-0.1112062654,0.3207398557
214,0600A1-372,venlafaxine,fluoxetine,0.25849578770000003,0.1652734867,0.09322230100000001,0.22857744330000002
215,Alves1999,venlafaxine,fluoxetine,-0.0083682497,0.1652734867,-0.1736417364,0.6032707305
216,Chang 2015,venlafaxine,fluoxetine,-0.0153612852,0.1652734867,-0.18063477190000002,0.4147644666
217,Clerc1994,venlafaxine,fluoxetine,0.8754687374000001,0.1652734867,0.7101952507,0.5092285592
218,Costaesilva1998,venlafaxine,fluoxetine,0.3437715391,0.1652734867,0.1784980524,0.2849260771
219,Dierick1996,venlafaxine,fluoxetine,0.4799652884,0.1652734867,0.3146918017,0.23824935630000002
220,Heller2009(NCT00909155),venlafaxine,fluoxetine,0.11778303570000001,0.1652734867,-0.047490451,0.7546154282
221,Keller2007 (NCT00046020),venlafaxine,fluoxetine,-0.09832223030000001,0.1652734867,-0.263595717,0.1629883311
222,Tylee1997,venlafaxine,fluoxetine,0.21835758100000002,0.1652734867,0.0530840943,0.2251903828
223,Tzanakaki2000,venlafaxine,fluoxetine,0.3523876919,0.1652734867,0.1871142052,0.4038086141
224,29060/356,paroxetine,fluoxetine,0.11300975690000001,0.2330424339,-0.120032677,0.3412334221
225,Cassano2002 (29060/421),paroxetine,fluoxetine,0.4970323016,0.2330424339,0.2639898677,0.2723505473
226,Chouinard1999 (29060/131),paroxetine,fluoxetine,-0.0289875369,0.2330424339,-0.2620299708,0.2963679125
227,DeWilde1993,paroxetine,fluoxetine,-0.0392207132,0.2330424339,-0.2722631471,0.4022373327
228,Fava2002,paroxetine,fluoxetine,0.20544397420000002,0.2330424339,-0.0275984597,0.30494309010000004
229,Gagiano1993,paroxetine,fluoxetine,0.2876820725,0.2330424339,0.054639638600000005,0.43885372570000003
230,Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),paroxetine,fluoxetine,0.5096218921,0.2330424339,0.2765794582,0.3776642536
231,Schoene1993 (Geretsegger1994 MY1021/BRC),paroxetine,fluoxetine,1.0938390099,0.2330424339,0.860796576,0.4784665926
232,Tignol1993 (29060/087),paroxetine,fluoxetine,-0.10570351,0.2330424339,-0.3387459439,0.30897775180000003
233,Aguglia1993,sertraline,fluoxetine,0.8652355611,0.34830700330000003,0.5169285578,0.398986002
234,Bennie1995,sertraline,fluoxetine,0.3076673648,0.34830700330000003,-0.0406396385,0.2375080602
235,Fava2002,sertraline,fluoxetine,0.5026954977,0.34830700330000003,0.1543884944,0.3144241418
236,Newhouse2000,sertraline,fluoxetine,0.1014466163,0.34830700330000003,-0.24686038700000001,0.2889479129
237,Sechter1999,sertraline,fluoxetine,0.5100089639000001,0.34830700330000003,0.1617019606,0.27469106660000003
238,vanMoffaert1995a,sertraline,fluoxetine,0.0206192872,0.34830700330000003,-0.3276877161,0.3163305645
239,Bougerol1997 (Study 91302 - FDA),citalopram,fluoxetine,-0.1999064616,-0.0340117398,-0.1658947218,0.23925622170000002
240,Patris1996 (Study 91301 - FDA),citalopram,fluoxetine,0.11588933800000001,-0.0340117398,0.1499010778,0.2274308286
241,Chouinard1985,amitriptyline,fluoxetine,0.896872646,0.053795623800000004,0.8430770222,0.5722003784
