,OR,TE_diamond,id,studlab,treat1,treat2,CI_lower,CI_upper,CI_lower_diamond,CI_upper_diamond,Predict_lo,Predict_up,WEIGHT,tau2,I2
36,1.2910986367000001,1.0400233149,9,350,amit,paro,0.4197003275,3.9717283516,0.7337088639,1.474220292,0.7028960388000001,1.5388456271000002,3.0422111917,0.0,0.0
37,1.0434782608,1.0400233149,9,351,amit,paro,0.3272135852,3.3276334788,0.7337088639,1.474220292,0.7028960388000001,1.5388456271000002,2.8562981731,0.0,0.0
38,1.3252747253,1.0400233149,9,361,amit,paro,0.4790783106,3.6661085646,0.7337088639,1.474220292,0.7028960388000001,1.5388456271000002,3.7103763993000003,0.0,0.0
39,0.9166666667000001,1.2573472477,10,397,amit,sert,0.32879370880000003,2.5556382479,0.7250766416000001,2.1803517182,0.37551632360000003,4.2099956837,3.6541211196,0.0,0.0
40,0.8888888889000001,1.2573472477,10,399,amit,sert,0.22685769560000002,3.4829034774,0.7250766416000001,2.1803517182,0.37551632360000003,4.2099956837,2.0597655971,0.0,0.0
41,1.5705128205,1.2573472477,10,407,amit,sert,0.5183793983,4.7581183343,0.7250766416000001,2.1803517182,0.37551632360000003,4.2099956837,3.1265393917,0.0,0.0
42,1.7073621902,1.2573472477,10,411,amit,sert,0.6276879503,4.6441637878,0.7250766416000001,2.1803517182,0.37551632360000003,4.2099956837,3.8363798363,0.0,0.0
43,1.8,1.3521720798,11,436,amit,traz,0.5463840398,5.9298950261000005,0.5534293932000001,3.3037083973,,,2.7026106781,0.0,0.0
44,0.9375,1.3521720798,11,437,amit,traz,0.24328531800000003,3.6126563551,0.5534293932000001,3.3037083973,,,2.1109792564,0.0,0.0
45,0.9550387597000001,1.1681116392,12,477,amit,venl,0.2645281935,3.4480220059,0.5025756429,2.7149839448,,,2.3307659951,0.0,0.0
46,1.3611111112,1.1681116392,12,479,amit,venl,0.4446964916,4.1660401911000005,0.5025756429,2.7149839448,,,3.0697030673,0.0,0.0
47,1.1892857143,1.1892857143,13,52,bupr,fluo,0.3630734546,3.8956318408,0.3630734546,3.8956318408,,,2.7287170365,,
48,1.0008169935,1.0008169935,14,75,bupr,paro,0.3201764576,3.1283832109,0.3201764576,3.1283832109,,,2.9574359017000003,,
49,0.9375,0.9375,15,59,bupr,sert,0.1299461355,6.7636197643,0.1299461355,6.7636197643,,,0.9837387536000001,,
50,2.0952380952,2.0952380952,16,53,bupr,traz,0.6369102612,6.892686369,0.6369102612,6.892686369,,,2.7090880496,,
51,1.1721664275,1.1721664275,17,61,bupr,venl,0.4726508082,2.9069539502,0.4726508082,2.9069539502,,,4.6567547279,,
52,0.5673624288,0.5673624288,18,82,cita,clom,0.16977126580000002,1.8960813197,0.16977126580000002,1.8960813197,,,2.6388106037,,
53,0.7225806452,0.6981923906,19,137,cita,esci,0.1748638934,2.9858810672000002,0.46192775550000004,1.0553005497,0.4294375569,1.1351420166,1.9082747187,0.0,0.0
54,0.7620751342000001,0.6981923906,19,140,cita,esci,0.30785176000000003,1.8864875424,0.46192775550000004,1.0553005497,0.4294375569,1.1351420166,4.6755286471,0.0,0.0
55,0.4716483516,0.6981923906,19,141,cita,esci,0.17637765730000002,1.2612264554000001,0.46192775550000004,1.0553005497,0.4294375569,1.1351420166,3.9705772948,0.0,0.0
56,0.5757575758,0.6981923906,19,147,cita,esci,0.12409524940000001,2.671309237,0.46192775550000004,1.0553005497,0.4294375569,1.1351420166,1.6311154105,0.0,0.0
57,0.2621359223,0.6981923906,19,148,cita,esci,0.06672883610000001,1.0297683247,0.46192775550000004,1.0553005497,0.4294375569,1.1351420166,2.0520149578,0.0,0.0
58,0.9047619047000001,0.6981923906,19,150,cita,esci,0.16117720400000002,5.0788454198,0.46192775550000004,1.0553005497,0.4294375569,1.1351420166,1.2907249019,0.0,0.0
59,2.0666666667,0.6981923906,19,151,cita,esci,0.2307426135,18.510283149,0.46192775550000004,1.0553005497,0.4294375569,1.1351420166,0.7992097746,0.0,0.0
60,1.1752464403,0.6981923906,19,152,cita,esci,0.4132429851,3.3423536401,0.46192775550000004,1.0553005497,0.4294375569,1.1351420166,3.5164104147,0.0,0.0
61,0.76,0.6981923906,19,153,cita,esci,0.1402510401,4.1183295297,0.46192775550000004,1.0553005497,0.4294375569,1.1351420166,1.3451854182,0.0,0.0
62,0.85,0.6981923906,19,157,cita,esci,0.1546617018,4.6714861646,0.46192775550000004,1.0553005497,0.4294375569,1.1351420166,1.3229972601,0.0,0.0
63,1.122871606,0.9627056401,20,85,cita,fluo,0.4409552993,2.859338907,0.49299196850000004,1.8799538505000002,,,4.3969412861,0.0,0.0
64,0.8188073394000001,0.9627056401,20,86,cita,fluo,0.3139254307,2.1356838077,0.49299196850000004,1.8799538505000002,,,4.1796196266,0.0,0.0
65,1.1070967742,1.1070967742,21,84,cita,fluv,0.3798713289,3.2265221776,0.3798713289,3.2265221776,,,3.3573886357,,
66,1.3238146552,1.3238146552,22,263,cita,mirt,0.4105827145,4.2682879225,0.4105827145,4.2682879225,,,2.802905193,,
67,1.7296037295,1.7296037295,23,392,cita,rebo,0.6997373957,4.2752167877,0.6997373957,4.2752167877,,,4.6908789288,,
68,1.875,0.7626404536,24,93,cita,sert,0.39830609910000003,8.8264402867,0.2552333348,2.2787793841,1.0964300000000001e-05,53046.5216854654,0.9234877052,0.45812928880000003,0.49416864250000003
69,0.18550724640000002,0.7626404536,24,137,cita,sert,0.0323578161,1.0635123939,0.2552333348,2.2787793841,1.0964300000000001e-05,53046.5216854654,0.7987674338,0.45812928880000003,0.49416864250000003
70,0.9325539568000001,0.7626404536,24,405,cita,sert,0.37520010270000004,2.3178481989,0.2552333348,2.2787793841,1.0964300000000001e-05,53046.5216854654,1.483855664,0.45812928880000003,0.49416864250000003
71,1.1020408164,2.5449757335000003,25,480,cita,venl,0.3498624212,3.4713472708,0.41916206570000003,15.4520220536,,,0.6462779257,1.2046191316,0.7048960372
72,7.0000000003,2.5449757335000003,25,488,cita,venl,1.4141095393,34.6507810336,0.41916206570000003,15.4520220536,,,0.5346045988,1.2046191316,0.7048960372
73,0.6875,0.6172248947,26,182,clom,fluo,0.110445394,4.279546958,0.31376247090000003,1.2141878205,0.1397589267,2.7258836308000003,1.1489125293,0.0,0.0
74,0.6136363636000001,0.6172248947,26,183,clom,fluo,0.13004548130000002,2.8955222676,0.31376247090000003,1.2141878205,0.1397589267,2.7258836308000003,1.5958144611,0.0,0.0
75,0.5220673635,0.6172248947,26,184,clom,fluo,0.16676478050000001,1.6343638706,0.31376247090000003,1.2141878205,0.1397589267,2.7258836308000003,2.9496011057000002,0.0,0.0
76,0.7104247104,0.6172248947,26,187,clom,fluo,0.2153846107,2.3432652288,0.31376247090000003,1.2141878205,0.1397589267,2.7258836308000003,2.6970978767,0.0,0.0
77,1.59375,1.8534970081000002,27,210,clom,fluv,0.2974560287,8.539208546,0.5665012373,6.0643312542,,,1.3633671301999999,0.0,0.0
78,2.1538461538,1.8534970081000002,27,223,clom,fluv,0.4037934899,11.4886776787,0.5665012373,6.0643312542,,,1.3706603071,0.0,0.0
79,0.8695652174,0.8695652174,28,243,clom,miln,0.2537291438,2.9801214635,0.2537291438,2.9801214635,,,2.5320248470999998,,
80,1.3706293707000001,0.8823628806,29,326,clom,paro,0.3493949582,5.3767944485,0.5616936158,1.3861013036,0.4653531421,1.6730611286000001,2.0562224987,2.1704e-06,0.0
81,0.6085192698,0.8823628806,29,327,clom,paro,0.1597916988,2.3173650727,0.5616936158,1.3861013036,0.4653531421,1.6730611286000001,2.1484686994,2.1704e-06,0.0
82,0.303030303,0.8823628806,29,329,clom,paro,0.0724288417,1.267828705,0.5616936158,1.3861013036,0.4653531421,1.6730611286000001,1.8753253747,2.1704e-06,0.0
83,0.6388888889000001,0.8823628806,29,330,clom,paro,0.17895381740000002,2.2809181629,0.5616936158,1.3861013036,0.4653531421,1.6730611286000001,2.3719646153,2.1704e-06,0.0
84,1.9468599034,0.8823628806,29,332,clom,paro,0.5890376244000001,6.4346712784,0.5616936158,1.3861013036,0.4653531421,1.6730611286000001,2.6878612608,2.1704e-06,0.0
85,0.9460091625,0.8823628806,29,356,clom,paro,0.46665006130000003,1.9177825307,0.5616936158,1.3861013036,0.4653531421,1.6730611286000001,7.6922326776,2.1704e-06,0.0
86,0.9162087912,0.9530997734000001,30,400,clom,sert,0.2693934753,3.1160314785,0.41776927080000004,2.1744040108,,,2.5637920652,0.0,0.0
87,0.9849056603,0.9530997734000001,30,412,clom,sert,0.32256782170000003,3.0072409411,0.41776927080000004,2.1744040108,,,3.083094933,0.0,0.0
88,1.6161616161999999,1.6161616161999999,31,470,clom,traz,0.4748303052,5.5008670277,0.4748303052,5.5008670277,,,2.5605256083,,
89,0.48888888890000004,0.6062618270000001,32,468,clom,venl,0.1409572929,1.6956366056,0.24930706030000002,1.4743000155,,,2.4835910086,0.0,0.0
90,0.7588075881,0.6062618270000001,32,470,clom,venl,0.2130639896,2.7024226701,0.24930706030000002,1.4743000155,,,2.381125364,0.0,0.0
91,0.6155015198,0.6933083413000001,33,144,dulo,esci,0.2359534637,1.6055798245,0.350615271,1.3709512846,,,4.1786652303,0.0,0.0
92,0.7830728174,0.6933083413000001,33,145,dulo,esci,0.2969478712,2.0650191389,0.350615271,1.3709512846,,,4.0855363948,0.0,0.0
93,0.8098658355,1.0435311735,34,118,dulo,paro,0.34485713,1.9018967987000002,0.5506839091,1.9774634634,,,5.2704362812,0.0,0.0
94,1.4419419420000001,1.0435311735,34,126,dulo,paro,0.5497609534,3.7820011608,0.5506839091,1.9774634634,,,4.1314797266,0.0,0.0
95,0.8648758648,0.8989129339,35,114,dulo,venl,0.3448556822,2.1690530274,0.48064117310000004,1.6811802819000001,,,4.5439184532,0.0,0.0
96,0.9294117647000001,0.8989129339,35,116,dulo,venl,0.3953238652,2.1850596547,0.48064117310000004,1.6811802819000001,,,5.2567808441,0.0,0.0
97,0.9446380178,0.9803545066,36,131,esci,fluo,0.33131839620000003,2.6933034653,0.4622158475,2.0793206544,,,3.4994845557,0.0,0.0
98,1.019759783,0.9803545066,36,149,esci,fluo,0.3464303884,3.0017863615,0.4622158475,2.0793206544,,,3.2956256079,0.0,0.0
99,0.8968968969000001,1.0865695169,37,143,esci,paro,0.34379841450000004,2.3398131281,0.5739861239,2.0569021894,,,4.1779452143,0.0,0.0
100,1.265625,1.0865695169,37,146,esci,paro,0.5382237588000001,2.9760979786,0.5739861239,2.0569021894,,,5.2543166193,0.0,0.0
101,1.0768581081,0.6313987331,38,136,esci,sert,0.370848685,3.1269448476,0.1622956938,2.4564075045,,,1.3064263141999999,0.46962837620000003,0.45689629460000003
102,0.25672877850000003,0.6313987331,38,137,esci,sert,0.0434880322,1.5155816991000002,0.1622956938,2.4564075045,,,0.7750219743000001,0.46962837620000003,0.45689629460000003
103,1.613981763,1.2114518133,39,133,esci,venl,0.5680977256,4.5853679985,0.581022012,2.525920646,,,3.5233599145,0.0,0.0
104,0.9142857143,1.2114518133,39,134,esci,venl,0.3250400659,2.5717394713,0.581022012,2.525920646,,,3.5916300396,0.0,0.0
105,1.015,0.9725346418,40,224,fluo,fluv,0.29080653830000003,3.5426473079000003,0.4310715187,2.1941222943,,,2.4585900459,0.0,0.0
106,0.9424528301,0.9725346418,40,229,fluo,fluv,0.32269987170000003,2.7524564305,0.4310715187,2.1941222943,,,3.3442483781,0.0,0.0
107,1.7468750001000002,1.1897746927,41,242,fluo,miln,0.5972848636,5.1090734952,0.5791687939,2.4441299917,,,3.3353642744,0.0,0.0
108,0.8689384010000001,1.1897746927,41,244,fluo,miln,0.32915099210000004,2.2939440043,0.5791687939,2.4441299917,,,4.0763956394,0.0,0.0
109,0.4970414201,0.5663545363,42,262,fluo,mirt,0.1553268153,1.5905185001,0.3190287618,1.0054186302,0.22301896400000001,1.4382519537,2.8393629384,7.9568e-06,0.0818212517
110,0.7380952381,0.5663545363,42,266,fluo,mirt,0.2317985222,2.3502504477,0.3190287618,1.0054186302,0.22301896400000001,1.4382519537,2.8636236015,7.9568e-06,0.0818212517
111,0.058823529400000005,0.5663545363,42,269,fluo,mirt,0.0050968756,0.6788879854000001,0.3190287618,1.0054186302,0.22301896400000001,1.4382519537,0.6421130895,7.9568e-06,0.0818212517
112,0.4,0.5663545363,42,270,fluo,mirt,0.0785973034,2.0356932505,0.3190287618,1.0054186302,0.22301896400000001,1.4382519537,1.4509357493000001,7.9568e-06,0.0818212517
113,0.8503144654,0.5663545363,42,271,fluo,mirt,0.31380355,2.3040997786,0.3190287618,1.0054186302,0.22301896400000001,1.4382519537,3.8657405753000003,7.9568e-06,0.0818212517
114,1.1,0.9508221195000001,43,284,fluo,nefa,0.2378499291,5.0872413727,0.4096338933,2.2070017102,0.0040484548,223.3105611555,1.6379642331,0.0,0.0
115,1.1145510836,0.9508221195000001,43,286,fluo,nefa,0.2925037,4.2468663406000005,0.4096338933,2.2070017102,0.0040484548,223.3105611555,2.1466412087,0.0,0.0
116,0.6666666667000001,0.9508221195000001,43,292,fluo,nefa,0.1438161095,3.0903662048,0.4096338933,2.2070017102,0.0040484548,223.3105611555,1.6329931618,0.0,0.0
117,0.8142857143000001,0.7762644889,44,202,fluo,paro,0.2758857428,2.4033906851,0.5285169161000001,1.140146206,0.4881909279,1.2343255933,3.2793004087,0.0,0.0
118,1.1114922813,0.7762644889,44,335,fluo,paro,0.37390351050000004,3.3041013434,0.5285169161000001,1.140146206,0.4881909279,1.2343255933,3.2364789833,0.0,0.0
119,0.3349282297,0.7762644889,44,336,fluo,paro,0.08633059900000001,1.2993877065000001,0.5285169161000001,1.140146206,0.4881909279,1.2343255933,2.0900100769,0.0,0.0
120,0.6007226739,0.7762644889,44,337,fluo,paro,0.1801247017,2.003432774,0.5285169161000001,1.140146206,0.4881909279,1.2343255933,2.6478545175,0.0,0.0
121,1.04,0.7762644889,44,343,fluo,paro,0.3000424733,3.6048229707,0.5285169161000001,1.140146206,0.4881909279,1.2343255933,2.486094449,0.0,0.0
122,0.75,0.7762644889,44,344,fluo,paro,0.2047264635,2.747568586,0.5285169161000001,1.140146206,0.4881909279,1.2343255933,2.2786635761,0.0,0.0
123,0.8931419458000001,0.7762644889,44,347,fluo,paro,0.2842428193,2.8064122684,0.5285169161000001,1.140146206,0.4881909279,1.2343255933,2.9305452961,0.0,0.0
124,1.0294117647,0.7762644889,44,359,fluo,paro,0.35415852680000004,2.9921306457,0.5285169161000001,1.140146206,0.4881909279,1.2343255933,3.3741844438,0.0,0.0
125,0.6083333334000001,0.7762644889,44,364,fluo,paro,0.2187374926,1.6918427658000001,0.5285169161000001,1.140146206,0.4881909279,1.2343255933,3.6717385367,0.0,0.0
126,0.8677966101,1.0277665155,45,383,fluo,rebo,0.2721223014,2.7673988965,0.43351693960000004,2.4365922388,,,2.8562784967,0.0,0.0
127,1.2681704261,1.0277665155,45,395,fluo,rebo,0.34817892440000003,4.6190510591,0.43351693960000004,2.4365922388,,,2.2991031108,0.0,0.0
128,0.6048979592,0.6949747992,46,202,fluo,sert,0.2015502388,1.8154359088,0.4491484894,1.0753458664,0.3744683713,1.2898017792,3.1804173632,0.0,0.0
129,0.42095238090000003,0.6949747992,46,398,fluo,sert,0.1220586696,1.4517682979,0.4491484894,1.0753458664,0.3744683713,1.2898017792,2.5063535938,0.0,0.0
130,0.7351598174,0.6949747992,46,402,fluo,sert,0.28284623540000003,1.9107907033,0.4491484894,1.0753458664,0.3744683713,1.2898017792,4.2103834251,0.0,0.0
131,0.9795918367,0.6949747992,46,403,fluo,sert,0.3253131045,2.9497740898,0.4491484894,1.0753458664,0.3744683713,1.2898017792,3.1612500094,0.0,0.0
132,0.6004901961,0.6949747992,46,408,fluo,sert,0.2149724785,1.6773704157,0.4491484894,1.0753458664,0.3744683713,1.2898017792,3.6404533004,0.0,0.0
133,0.9035294118,0.6949747992,46,409,fluo,sert,0.31505652370000004,2.5911712236,0.4491484894,1.0753458664,0.3744683713,1.2898017792,3.4608313656,0.0,0.0
134,0.9230769231,0.8555336758000001,47,176,fluo,traz,0.1976242447,4.3115712209,0.4087084046,1.7908559309,0.1690200486,4.3304795889,1.6169449344,1.6817000000000001e-06,0.189132456
135,3.0000000001,0.8555336758000001,47,180,fluo,traz,0.5152422802000001,17.467510619,0.4087084046,1.7908559309,0.1690200486,4.3304795889,1.2377029193,1.6817000000000001e-06,0.189132456
136,0.2797202797,0.8555336758000001,47,185,fluo,traz,0.053046087900000004,1.4750085832,0.4087084046,1.7908559309,0.1690200486,4.3304795889,1.3896469301,1.6817000000000001e-06,0.189132456
137,0.8189338236,0.8555336758000001,47,190,fluo,traz,0.25357691320000003,2.6447699794,0.4087084046,1.7908559309,0.1690200486,4.3304795889,2.7950518310000003,1.6817000000000001e-06,0.189132456
138,0.4166666666,0.7997043545,48,457,fluo,venl,0.1028890578,1.6873622397,0.5525895595,1.1573274295,0.5119880391,1.2491054589,1.9637547461,0.0,0.0
139,0.6188048711,0.7997043545,48,460,fluo,venl,0.2377253504,1.6107641359,0.5525895595,1.1573274295,0.5119880391,1.2491054589,4.1972831135,0.0,0.0
140,0.8038379531000001,0.7997043545,48,464,fluo,venl,0.3171300382,2.037509466,0.5525895595,1.1573274295,0.5119880391,1.2491054589,4.4406869759,0.0,0.0
141,0.7090909091,0.7997043545,48,466,fluo,venl,0.2490827088,2.0186464154,0.5525895595,1.1573274295,0.5119880391,1.2491054589,3.5096822663,0.0,0.0
142,1.0084033614,0.7997043545,48,472,fluo,venl,0.2200400575,4.6213282742,0.5525895595,1.1573274295,0.5119880391,1.2491054589,1.6576305619,0.0,0.0
143,0.7030075188,0.7997043545,48,476,fluo,venl,0.202327992,2.4426653309,0.5525895595,1.1573274295,0.5119880391,1.2491054589,2.4764206733,0.0,0.0
144,1.1033182504,0.7997043545,48,483,fluo,venl,0.5000982146,2.4341441866,0.5525895595,1.1573274295,0.5119880391,1.2491054589,6.1354085489,0.0,0.0
145,0.8888888889000001,0.7997043545,48,491,fluo,venl,0.1619647793,4.8783659021,0.5525895595,1.1573274295,0.5119880391,1.2491054589,1.3251783128999999,0.0,0.0
146,1.0154798762,0.7997043545,48,492,fluo,venl,0.2873946737,3.588094955,0.5525895595,1.1573274295,0.5119880391,1.2491054589,2.4110069221,0.0,0.0
147,0.5996240601,0.5830818766,49,241,fluv,miln,0.17691820660000002,2.0322894992,0.2448871612,1.3883311528,,,2.5783300425,0.0,0.0
148,0.5666666667,0.5830818766,49,245,fluv,miln,0.1650987498,1.9449639167,0.2448871612,1.3883311528,,,2.5258630927,0.0,0.0
149,1.4098360656,0.8722625053,50,277,fluv,mirt,0.4931393235,4.0305804816,0.337628718,2.2534868553000003,,,2.1503240862,0.1778069069,0.37906977080000004
150,0.5352112676,0.8722625053,50,278,fluv,mirt,0.1844988007,1.552590585,0.337628718,2.2534868553000003,,,2.11382462,0.1778069069,0.37906977080000004
151,1.1442307693,0.8993490634,51,227,fluv,paro,0.2786860386,4.6979893929,0.3605674513,2.2432106254,,,1.9256595736,0.0,0.0
152,0.756097561,0.8993490634,51,342,fluv,paro,0.2279936135,2.5074541038,0.3605674513,2.2432106254,,,2.6727876669,0.0,0.0
153,1.3339920949000001,1.5686230056000001,52,222,fluv,sert,0.3818152446,4.6607225203,0.6309251513,3.8999525201000003,,,2.4546264401,0.0,0.0
154,1.8831168832,1.5686230056000001,52,230,fluv,sert,0.49877129700000006,7.1097298839,0.6309251513,3.8999525201000003,,,2.1764543999,0.0,0.0
155,0.4229166666,0.4229166666,53,465,fluv,venl,0.11867080540000001,1.5071820432,0.11867080540000001,1.5071820432,,,2.3786297436,,
156,0.9300540729000001,0.9522408699,54,247,miln,paro,0.3605866843,2.3988699977,0.5315969206,1.7057334969,,,4.2788618273,0.0,0.0
157,0.9660115201,0.9522408699,54,248,miln,paro,0.4611591879,2.023549094,0.5315969206,1.7057334969,,,7.0258544989,0.0,0.0
158,2.0869565218,2.0869565218,55,246,miln,sert,0.32047738270000004,13.590311701000001,0.32047738270000004,13.590311701000001,,,1.0942563517,,
159,1.2074592074,0.9153090028,56,264,mirt,paro,0.4608355502,3.1637267068,0.5598004378,1.496587916,0.4119514305,2.0337120072,4.1403214922,0.0,0.0
160,1.4142857143,0.9153090028,56,265,mirt,paro,0.5286109039,3.7838872923,0.5598004378,1.496587916,0.4119514305,2.0337120072,3.9663739841,0.0,0.0
161,0.79296875,0.9153090028,56,268,mirt,paro,0.2739789161,2.2950650641,0.5598004378,1.496587916,0.4119514305,2.0337120072,3.4013249738,0.0,0.0
162,0.6818181818,0.9153090028,56,280,mirt,paro,0.2187572612,2.1250770394,0.5598004378,1.496587916,0.4119514305,2.0337120072,2.9725407500000003,0.0,0.0
163,0.3137254902,0.9153090028,56,281,mirt,paro,0.060201979700000005,1.6348911384,0.5598004378,1.496587916,0.4119514305,2.0337120072,1.4096144817,0.0,0.0
164,0.9741302408,0.9741302408,57,267,mirt,sert,0.3818546443,2.4850548243,0.3818546443,2.4850548243,,,4.380018977,,
165,1.5027652086,1.5027652086,58,258,mirt,traz,0.5264094682,4.2900126397000005,0.5264094682,4.2900126397000005,,,3.4910771871,,
166,1.3214682982000001,1.3659728541,59,272,mirt,venl,0.49614416310000004,3.5196997021,0.6865456164,2.7177827572,,,4.0028569591,0.0,0.0
167,1.4107142857000001,1.3659728541,59,279,mirt,venl,0.5367497771,3.7077142472,0.6865456164,2.7177827572,,,4.113909822,0.0,0.0
168,0.914893617,0.6450612693000001,60,285,nefa,paro,0.3236503787,2.586217677,0.2369382532,1.7561707983,,,2.6092820288,0.1021508195,0.1698693519
