,OR,TE_diamond,id,studlab,treat1,treat2,CI_lower,CI_upper,CI_lower_diamond,CI_upper_diamond,Predict_lo,Predict_up,WEIGHT,tau2,I2
17,0.9310198540000001,0.9267481710000001,9,68,ARB,placebo,0.624310276,1.3884089400000001,0.7300348542,1.1764673529,0.548898193,1.5647021312,24.0532205599,0.0,0.0
18,0.8856122074,0.9267481710000001,9,74,ARB,placebo,0.48616041270000004,1.6132720014,0.7300348542,1.1764673529,0.548898193,1.5647021312,10.6799540788,0.0,0.0
19,0.8598231341,0.9267481710000001,9,79,ARB,placebo,0.502257554,1.4719456503,0.7300348542,1.1764673529,0.548898193,1.5647021312,13.2909364688,0.0,0.0
20,0.9279250040000001,0.9279250040000001,10,38,ARB + TTD,placebo,0.5186592456,1.6601358608,0.5186592456,1.6601358608,,,11.3525224635,,
21,1.2504942666,1.2504942666,11,30,BB,CCBd,0.4577891918,3.4158427914000002,0.4577891918,3.4158427914000002,,,3.8041982161,,
22,2.1105121294,2.1105121294,12,20,BB,TTD,0.686548429,6.4879056746,0.686548429,6.4879056746,,,3.0459978777,,
23,0.3777296872,0.9022453812000001,13,13,BB,placebo,0.0905408656,1.5758598684,0.597623628,1.3621394634000001,0.3652560481,2.2287015703,1.8828259117,0.0,0.0
24,1.0387401575,0.9022453812000001,13,28,BB,placebo,0.4804200013,2.2459121433,0.597623628,1.3621394634000001,0.3652560481,2.2287015703,6.4605758727,0.0,0.0
25,0.9275738786000001,0.9022453812000001,13,44,BB,placebo,0.4715960805,1.8244284376,0.597623628,1.3621394634000001,0.3652560481,2.2287015703,8.3950890989,0.0,0.0
26,0.9815019763,0.9022453812000001,13,77,BB,placebo,0.43800100210000004,2.1994153552,0.597623628,1.3621394634000001,0.3652560481,2.2287015703,5.9006080132,0.0,0.0
27,1.0616386946,1.0616386946,14,76,BB + TTD,ACE,0.6210730333000001,1.8147249315,0.6210730333000001,1.8147249315,,,13.3650860156,,
28,1.0181403309000001,1.0181403309000001,15,76,BB + TTD,CCBd,0.5964709039,1.7379049447,0.5964709039,1.7379049447,,,13.4360506146,,
29,0.8339569033,0.8339569033,16,12,CCBd,BB,0.5368227152,1.2955564228,0.5368227152,1.2955564228,,,19.7959840533,,
30,0.7827978474,0.8057677787,17,2,CCBd,TTD,0.4478622357,1.3682164312,0.523427285,1.240404793,0.0491609215,13.2068662258,12.3203421527,0.0,0.0
31,0.814576049,0.8057677787,17,18,CCBd,TTD,0.3706348185,1.7902639107,0.523427285,1.240404793,0.0491609215,13.2068662258,6.1951185444,0.0,0.0
32,0.9230769231,0.8057677787,17,57,CCBd,TTD,0.24069083360000001,3.5401057572,0.523427285,1.240404793,0.0491609215,13.2068662258,2.1260273455,0.0,0.0
33,0.9697190439000001,0.9320102277000001,18,3,CCBd,placebo,0.5754301696,1.6341774794,0.5837360053,1.488075186,,,14.103948859,0.0,0.0
34,0.7922407542000001,0.9320102277000001,18,67,CCBd,placebo,0.2754953431,2.2782432742,0.5837360053,1.488075186,,,3.442913094,0.0,0.0
35,1.0121904661,1.0163427599,19,19,CCBn,BB + TTD,0.5901445074,1.7360655347,0.6961764265,1.4837511963,,,13.1979314956,0.0,0.0
36,1.0203779708,1.0163427599,19,58,CCBn,BB + TTD,0.6001349319,1.7348951845,0.6961764265,1.4837511963,,,13.6356892524,0.0,0.0
37,0.887617231,0.887617231,20,86,CCBn,TLD,0.2254676371,3.4943567013,0.2254676371,3.4943567013,,,2.0456169717,,
38,0.49,0.49,21,14,CCBn,placebo,0.093761723,2.5607464579,0.093761723,2.5607464579,,,1.4047844144,,
39,1.0033898305,1.0033898305,22,14,CCBn + ACE,ACE,0.2097434897,4.8001068029,0.2097434897,4.8001068029,,,1.5679293815,,
40,1.6949152543000001,1.6949152543000001,23,14,CCBn + ACE,CCBn,0.3158286999,9.0958729208,0.3158286999,9.0958729208,,,1.3607564526,,
41,0.8305084746,0.8305084746,24,14,CCBn + ACE,placebo,0.1794439156,3.8437877596,0.1794439156,3.8437877596,,,1.6363612974000001,,
42,1.0022857143,1.0022857143,25,75,TLD,CCBd,0.43456336840000004,2.3116919791,0.43456336840000004,2.3116919791,,,5.5004586258,,
43,0.8091684435000001,0.8091684435000001,26,9,TTD,placebo,0.3353376585,1.9525202533,0.3353376585,1.9525202533,,,4.9507772217,,
